time,open,high,low,close,tick_volume,spread,real_volume
2025-08-04 23:16:00,1.15839,1.15839,1.15827,1.15827,10,9,0
2025-08-04 23:17:00,1.15827,1.15832,1.15821,1.15824,18,9,0
2025-08-04 23:18:00,1.15824,1.15834,1.15824,1.15828,20,9,0
2025-08-04 23:19:00,1.15828,1.15828,1.15822,1.15822,11,9,0
2025-08-04 23:20:00,1.15823,1.15828,1.15818,1.15819,21,9,0
2025-08-04 23:21:00,1.15819,1.15819,1.15814,1.15814,14,9,0
2025-08-04 23:22:00,1.15816,1.15818,1.15814,1.15814,7,9,0
2025-08-04 23:23:00,1.15814,1.1582,1.15814,1.15814,18,9,0
2025-08-04 23:24:00,1.15814,1.15822,1.15814,1.15822,11,9,0
2025-08-04 23:25:00,1.15822,1.15826,1.15818,1.15818,16,9,0
2025-08-04 23:26:00,1.15818,1.15829,1.15818,1.15827,12,9,0
2025-08-04 23:27:00,1.15827,1.15845,1.15827,1.15844,22,9,0
